"id","packetSize","interArrival","flowDuration","arrivalTimestamp"
"76","7.714286","2464570.614008","32.039418","2026-04-25 00:03:09.600000"
"77","7.428571","2459204.306969","31.969656","2026-04-25 00:03:12.060000"
"78","7.714286","2457028.535696","31.941371","2026-04-25 00:03:14.517000"
"79","7.714286","2458356.545522","31.958635","2026-04-25 00:03:16.975000"
"80","7.714286","2454586.836008","31.909629","2026-04-25 00:03:19.430000"
"81","7.714286","2460743.775735","31.989669","2026-04-25 00:03:21.890000"
"82","7.714286","2457361.074594","31.945694","2026-04-25 00:03:24.348000"
"83","7.714286","2454966.691824","31.914567","2026-04-25 00:03:26.803000"
"84","7.714286","2451531.080099","31.869904","2026-04-25 00:03:29.254000"
"85","7.714286","2474477.602885","32.168209","2026-04-25 00:03:31.729000"
"86","7.714286","2463354.459176","32.023608","2026-04-25 00:03:34.192000"
"87","7.714286","2456036.769427","31.928478","2026-04-25 00:03:36.648000"
"88","7.428571","2465403.245046","32.050242","2026-04-25 00:03:39.113000"
"89","7.714286","2455361.549671","31.9197","2026-04-25 00:03:41.569000"
"90","7.714286","2466534.321125","32.064946","2026-04-25 00:03:44.035000"
"91","7.714286","2451795.926461","31.8733469999999","2026-04-25 00:03:46.487000"
"92","7.714286","2452599.397072","31.883792","2026-04-25 00:03:48.940000"
"93","7.714286","2477724.001958","32.210412","2026-04-25 00:03:51.417000"
"94","7.714286","2461306.150143","31.99698","2026-04-25 00:03:53.879000"
"95","7.714286","2459103.309191","31.968343","2026-04-25 00:03:56.338000"
"96","7.714286","2465388.994951","32.050057","2026-04-25 00:03:58.803000"
"97","7.714286","2467328.383372","32.075269","2026-04-25 00:04:01.271000"
"98","7.714286","2460484.688099","31.986301","2026-04-25 00:04:03.731000"
"99","7.714286","2461226.610037","31.995946","2026-04-25 00:04:06.192000"
"100","7.714286","2463706.548397","32.028185","2026-04-25 00:04:08.656000"
"101","7.714286","2473659.295302","32.157571","2026-04-25 00:04:11.130000"
"102","7.714286","2472898.464936","32.14768","2026-04-25 00:04:13.603000"
"103","7.714286","2457435.222772","31.946658","2026-04-25 00:04:16.060000"
"104","7.714286","2467453.534787","32.076896","2026-04-25 00:04:18.527000"
"105","7.714286","2469005.603057","32.0970729999999","2026-04-25 00:04:20.996000"
"106","7.714286","2468490.618926","32.090378","2026-04-25 00:04:23.465000"
"107","7.714286","2457942.925967","31.953258","2026-04-25 00:04:25.923000"
"108","7.714286","2461800.832015","32.003411","2026-04-25 00:04:28.385000"
"109","7.714286","2460158.604842","31.982062","2026-04-25 00:04:30.845000"
"110","7.714286","2460989.768688","31.992867","2026-04-25 00:04:33.306000"
"111","7.714286","2466524.692682","32.064821","2026-04-25 00:04:35.772000"
"112","7.714286","2471630.536593","32.131197","2026-04-25 00:04:38.244000"
"113","7.714286","2454715.69208","31.911304","2026-04-25 00:04:40.699000"
"114","7.714286","2468710.770974","32.09324","2026-04-25 00:04:43.167000"
"115","7.714286","2460593.150212","31.987711","2026-04-25 00:04:45.628000"
"116","7.714286","2463017.151906","32.019223","2026-04-25 00:04:48.091000"
"117","7.714286","2467136.933253","32.07278","2026-04-25 00:04:50.558000"
"118","7.714286","2464059.536274","32.032774","2026-04-25 00:04:53.022000"
"119","7.714286","2467921.385398","32.082978","2026-04-25 00:04:55.490000"
"120","7.714286","2460034.920619","31.980454","2026-04-25 00:04:57.950000"
"121","7.714286","2467263.606878","32.074427","2026-04-25 00:05:00.417000"
"122","7.714286","2465113.548132","32.046476","2026-04-25 00:05:02.883000"
"123","7.714286","2454871.76455","31.913333","2026-04-25 00:05:05.337000"
"124","7.714286","2460684.996385","31.988905","2026-04-25 00:05:07.798000"
"125","7.714286","2471263.683759","32.126428","2026-04-25 00:05:10.269000"
"126","7.714286","2469347.935456","32.101523","2026-04-25 00:05:12.739000"
"127","7.714286","2466342.375829","32.062451","2026-04-25 00:05:15.205000"
"128","7.714286","2456224.698287","31.930921","2026-04-25 00:05:17.661000"
"129","7.714286","2467896.919984","32.08266","2026-04-25 00:05:20.129000"
"130","7.714286","2459310.604976","31.971038","2026-04-25 00:05:22.588000"
"131","7.714286","2467347.21844","32.075514","2026-04-25 00:05:25.056000"
"132","7.714286","2466040.15277","32.058522","2026-04-25 00:05:27.522000"
"133","7.714286","2461440.379803","31.998725","2026-04-25 00:05:29.983000"
"134","7.714286","2459279.848979","31.970638","2026-04-25 00:05:32.443000"
"135","7.714286","2467446.914086","32.0768099999999","2026-04-25 00:05:34.910000"
"136","7.714286","2459472.234433","31.973139","2026-04-25 00:05:37.370000"
"137","7.714286","2455128.39464","31.916669","2026-04-25 00:05:39.825000"
"138","7.714286","2465655.693641","32.053524","2026-04-25 00:05:42.290000"
"139","7.714286","2454588.376559","31.909649","2026-04-25 00:05:44.745000"
"140","7.714286","2469226.397001","32.099943","2026-04-25 00:05:47.214000"
"141","7.714286","2469047.693106","32.09762","2026-04-25 00:05:49.683000"
"142","7.714286","2462275.229968","32.009578","2026-04-25 00:05:52.145000"
"143","7.714286","2458955.764771","31.966425","2026-04-25 00:05:54.604000"
"144","7.714286","2466966.995826","32.070571","2026-04-25 00:05:57.071000"
"145","7.714286","2465328.381612","32.049269","2026-04-25 00:05:59.537000"
"146","7.714286","2454398.687069","31.907183","2026-04-25 00:06:01.991000"
"147","7.714286","2453533.080908","31.89593","2026-04-25 00:06:04.445000"
"148","7.714286","2461087.758725","31.994141","2026-04-25 00:06:06.906000"
"149","7.714286","2458570.315288","31.961414","2026-04-25 00:06:09.364000"
"150","7.714286","2461095.993335","31.994248","2026-04-25 00:06:11.825000"
"151","7.714286","2467830.767998","32.0818","2026-04-25 00:06:14.293000"
"152","7.714286","2454615.391218","31.91","2026-04-25 00:06:16.748000"
"153","7.714286","2459537.542783","31.973988","2026-04-25 00:06:19.207000"
"154","7.714286","2467154.30113","32.073006","2026-04-25 00:06:21.674000"
"155","7.714286","2469239.766781","32.100117","2026-04-25 00:06:24.144000"
"156","7.714286","2472559.708815","32.143276","2026-04-25 00:06:26.616000"
"157","7.714286","2465074.520845","32.045969","2026-04-25 00:06:29.081000"
"158","7.714286","2461633.535532","32.001236","2026-04-25 00:06:31.543000"
"159","7.714286","2456147.854145","31.929922","2026-04-25 00:06:33.999000"
"160","7.714286","2458073.762747","31.954959","2026-04-25 00:06:36.457000"
"161","7.714286","2466935.084416","32.070156","2026-04-25 00:06:38.924000"
"162","7.714286","2462437.317922","32.011685","2026-04-25 00:06:41.387000"
"163","7.714286","2461159.779475","31.995077","2026-04-25 00:06:43.848000"
"164","7.714286","2459188.296245","31.969448","2026-04-25 00:06:46.307000"
"165","7.714286","2466499.695411","32.064496","2026-04-25 00:06:48.773000"
"166","7.714286","2457111.615401","31.942451","2026-04-25 00:06:51.231000"
"167","7.714286","2467222.910661","32.073898","2026-04-25 00:06:53.698000"
"168","7.714286","2465006.846648","32.045089","2026-04-25 00:06:56.163000"
"169","7.714286","2454944.317157","31.914276","2026-04-25 00:06:58.618000"
"170","7.714286","2470096.844893","32.111259","2026-04-25 00:07:01.088000"
"171","7.714286","2460639.696855","31.988316","2026-04-25 00:07:03.548000"
"172","7.714286","2459252.467522","31.970282","2026-04-25 00:07:06.008000"
"173","7.714286","2454648.54974","31.910431","2026-04-25 00:07:08.462000"
"174","7.714286","2459046.693949","31.967607","2026-04-25 00:07:10.921000"
"175","7.714286","2467280.14946","32.074642","2026-04-25 00:07:13.389000"
"176","7.714286","2472175.909923","32.138287","2026-04-25 00:07:15.861000"
"177","7.714286","2461329.625203","31.997285","2026-04-25 00:07:18.322000"
"178","7.714286","2460367.918015","31.984783","2026-04-25 00:07:20.783000"
"179","7.714286","2467305.000012","32.074965","2026-04-25 00:07:23.250000"
"180","7.714286","2468768.46827","32.09399","2026-04-25 00:07:25.719000"
"181","7.714286","2455002.161173","31.915028","2026-04-25 00:07:28.174000"
"182","7.714286","2459454.077941","31.972903","2026-04-25 00:07:30.633000"
"183","7.714286","2459195.155364","31.969537","2026-04-25 00:07:33.092000"
"184","7.714286","2467284.752772","32.074702","2026-04-25 00:07:35.560000"
"185","7.714286","2468752.164107","32.093778","2026-04-25 00:07:38.028000"
"186","7.57142899999999","2470349.385188","32.114542","2026-04-25 00:07:40.499000"
"187","7.57142899999999","2462374.687195","32.010871","2026-04-25 00:07:42.961000"
"188","7.57142899999999","2460545.924994","31.987097","2026-04-25 00:07:45.422000"
"189","7.714286","2460031.857857","31.980414","2026-04-25 00:07:47.882000"
"190","7.066667","2287960.495268","32.031447","2026-04-25 00:07:50.170000"
"191","7.57142899999999","2467884.778976","32.082502","2026-04-25 00:07:52.637000"
"192","7.57142899999999","2467572.927475","32.078448","2026-04-25 00:07:55.105000"
"193","7.57142899999999","2462719.843938","32.015358","2026-04-25 00:07:57.568000"
"194","7.57142899999999","2466055.081441","32.058716","2026-04-25 00:08:00.034000"
"195","7.57142899999999","2455283.843554","31.91869","2026-04-25 00:08:02.489000"
"196","6.625","2131748.135885","31.976222","2026-04-25 00:08:04.621000"
"197","7.57142899999999","2455320.303257","31.919164","2026-04-25 00:08:07.076000"
"198","7.57142899999999","2465871.994312","32.056336","2026-04-25 00:08:09.542000"
"199","7.57142899999999","2467731.219072","32.080506","2026-04-25 00:08:12.010000"
"200","7.57142899999999","2460375.45571","31.984881","2026-04-25 00:08:14.470000"
"201","7.57142899999999","2468670.074756","32.092711","2026-04-25 00:08:16.939000"
"202","7.714286","2465474.770619","32.0511719999999","2026-04-25 00:08:19.404000"
"203","7.57142899999999","2455184.386327","31.917397","2026-04-25 00:08:21.859000"
"204","7.57142899999999","2465683.001738","32.0538789999999","2026-04-25 00:08:24.325000"
"205","7.57142899999999","2464440.455804","32.037726","2026-04-25 00:08:26.790000"
"206","7.57142899999999","2456435.845448","31.933666","2026-04-25 00:08:29.246000"
"207","7.57142899999999","2467455.698894","32.076924","2026-04-25 00:08:31.714000"
"208","7.57142899999999","2459270.844093","31.970521","2026-04-25 00:08:34.173000"
"209","7.57142899999999","2467502.153837","32.077528","2026-04-25 00:08:36.640000"
"210","7.57142899999999","2465063.461891","32.045825","2026-04-25 00:08:39.105000"
"211","7.57142899999999","2455191.997381","31.917496","2026-04-25 00:08:41.561000"
"212","7.57142899999999","2457433.553842","31.946636","2026-04-25 00:08:44.018000"
"213","7.57142899999999","2456726.679435","31.937447","2026-04-25 00:08:46.475000"
"214","7.714286","2468108.452283","32.08541","2026-04-25 00:08:48.943000"
"215","7.714286","2460737.375113","31.989586","2026-04-25 00:08:51.404000"
"216","7.714286","2457504.529219","31.947559","2026-04-25 00:08:53.861000"
"217","7.714286","2463685.861001","32.027916","2026-04-25 00:08:56.325000"
"218","7.714286","2467380.927159","32.075952","2026-04-25 00:08:58.792000"
"219","7.714286","2459464.29326","31.973036","2026-04-25 00:09:01.252000"
"220","7.714286","2456787.769611","31.938241","2026-04-25 00:09:03.708000"
"221","7.714286","2467290.548178","32.074777","2026-04-25 00:09:06.176000"
"222","7.714286","2458789.77042","31.964267","2026-04-25 00:09:08.634000"
"223","7.57142899999999","2466828.236213","32.068767","2026-04-25 00:09:11.101000"
"224","7.57142899999999","2467345.311091","32.075489","2026-04-25 00:09:13.569000"
"225","7.57142899999999","2460835.21843","31.990858","2026-04-25 00:09:16.029000"
"226","7.57142899999999","2457187.762627","31.943441","2026-04-25 00:09:18.487000"
"227","7.57142899999999","2460939.682447","31.992216","2026-04-25 00:09:20.948000"
"228","7.714286","2464666.843414","32.040669","2026-04-25 00:09:23.412000"
"229","7.714286","2471592.224561","32.130699","2026-04-25 00:09:25.884000"
"230","7.57142899999999","2462765.381886","32.01595","2026-04-25 00:09:28.347000"
"231","7.714286","2467465.767494","32.077055","2026-04-25 00:09:30.814000"
"232","7.714286","2464949.992987","32.04435","2026-04-25 00:09:33.279000"
"233","7.714286","2465260.157218","32.048382","2026-04-25 00:09:35.744000"
"234","7.714286","2461113.69133","31.994478","2026-04-25 00:09:38.205000"
"235","7.714286","2464999.914169","32.044999","2026-04-25 00:09:40.670000"
"236","7.714286","2454887.390137","31.913536","2026-04-25 00:09:43.125000"
"237","7.714286","2458395.609489","31.959143","2026-04-25 00:09:45.584000"
"238","7.714286","2467210.384516","32.073735","2026-04-25 00:09:48.051000"
"239","7.714286","2463514.071244","32.025683","2026-04-25 00:09:50.514000"
"240","7.714286","2454909.929862","31.913829","2026-04-25 00:09:52.969000"
"241","7.714286","2459168.085685","31.969185","2026-04-25 00:09:55.428000"
"242","7.714286","2467166.625536","32.073166","2026-04-25 00:09:57.896000"
"243","7.714286","2465011.761739","32.045153","2026-04-25 00:10:00.361000"
"244","7.714286","2467603.848531","32.07885","2026-04-25 00:10:02.828000"
"245","7.714286","2464964.078023","32.044533","2026-04-25 00:10:05.293000"
"246","7.714286","2455313.389118","31.919074","2026-04-25 00:10:07.749000"
"247","7.714286","2465596.455794","32.052754","2026-04-25 00:10:10.214000"
"248","7.714286","2467338.231894","32.0753969999999","2026-04-25 00:10:12.681000"
"249","7.57142899999999","2465535.934155","32.051967","2026-04-25 00:10:15.147000"
"250","7.57142899999999","2467270.851135","32.074521","2026-04-25 00:10:17.614000"
"251","7.57142899999999","2464256.690099","32.035337","2026-04-25 00:10:20.079000"
"252","7.57142899999999","2467280.846376","32.074651","2026-04-25 00:10:22.546000"
"253","7.57142899999999","2465855.54343","32.0561219999999","2026-04-25 00:10:25.012000"
"254","7.714286","2467356.076607","32.075629","2026-04-25 00:10:27.479000"
"255","7.57142899999999","2459570.921384","31.974422","2026-04-25 00:10:29.939000"
"256","7.714286","2461123.319773","31.994603","2026-04-25 00:10:32.400000"
"257","7.57142899999999","2468831.850932","32.094814","2026-04-25 00:10:34.869000"
"258","7.57142899999999","2461272.771542","31.996546","2026-04-25 00:10:37.330000"
"259","7.57142899999999","2456873.306861","31.939353","2026-04-25 00:10:39.787000"
"260","7.714286","2455051.073661","31.915664","2026-04-25 00:10:42.242000"
"261","7.714286","2465540.464108","32.052026","2026-04-25 00:10:44.707000"
"262","7.714286","2467370.620141","32.075818","2026-04-25 00:10:47.175000"
"263","7.714286","2469190.065677","32.099471","2026-04-25 00:10:49.644000"
"264","7.714286","2467339.460666","32.075413","2026-04-25 00:10:52.111000"
"265","7.714286","2463803.45638","32.029445","2026-04-25 00:10:54.575000"
"266","7.714286","2461533.23467","31.999932","2026-04-25 00:10:57.037000"
"267","7.714286","2465450.231846","32.050853","2026-04-25 00:10:59.502000"
"268","7.714286","2461153.067075","31.99499","2026-04-25 00:11:01.963000"
"269","7.714286","2459377.618936","31.971909","2026-04-25 00:11:04.423000"
"270","7.714286","2454997.851298","31.914972","2026-04-25 00:11:06.878000"
"271","7.714286","2459648.682521","31.975433","2026-04-25 00:11:09.337000"
"272","7.714286","2465831.756592","32.055813","2026-04-25 00:11:11.803000"
"273","7.714286","2463658.314485","32.027558","2026-04-25 00:11:14.267000"
"274","7.714286","2460848.55153","31.991031","2026-04-25 00:11:16.727000"
"275","7.714286","2459531.142161","31.973905","2026-04-25 00:11:19.187000"
"276","7.714286","2455012.468191","31.915162","2026-04-25 00:11:21.642000"
"277","7.714286","2465678.618504","32.053822","2026-04-25 00:11:24.108000"
"278","7.714286","2454987.232502","31.914834","2026-04-25 00:11:26.563000"
"279","7.714286","2453506.543086","31.895585","2026-04-25 00:11:29.016000"
"280","7.714286","2454935.697409","31.914164","2026-04-25 00:11:31.471000"
"281","7.714286","2459666.618934","31.975666","2026-04-25 00:11:33.931000"
"282","7.714286","2467298.159233","32.074876","2026-04-25 00:11:36.398000"
"283","7.714286","2459296.53828","31.970855","2026-04-25 00:11:38.857000"
"284","7.714286","2454874.002017","31.913362","2026-04-25 00:11:41.312000"
"285","6.75","2135443.671544","32.031655","2026-04-25 00:11:43.448000"
"286","7.714286","2474600.99367","32.169813","2026-04-25 00:11:45.922000"
"287","7.714286","2475393.166909","32.180111","2026-04-25 00:11:48.398000"
"288","7.714286","2469911.373579","32.1088479999999","2026-04-25 00:11:50.868000"
"289","7.714286","2451452.16355","31.868878","2026-04-25 00:11:53.319000"
"290","7.714286","2461820.620757","32.003668","2026-04-25 00:11:55.781000"
"291","7.714286","2469256.621141","32.100336","2026-04-25 00:11:58.250000"
"292","7.714286","2466565.920756","32.065357","2026-04-25 00:12:00.717000"
"293","7.714286","2458244.305391","31.957176","2026-04-25 00:12:03.175000"
"294","7.714286","2454443.234664","31.907762","2026-04-25 00:12:05.629000"
"295","7.714286","2462881.069917","32.017454","2026-04-25 00:12:08.092000"
"296","7.714286","2467496.303412","32.077452","2026-04-25 00:12:10.560000"
"297","7.714286","2465451.313899","32.050867","2026-04-25 00:12:13.025000"
"298","7.714286","2473183.540198","32.1513859999999","2026-04-25 00:12:15.498000"
"299","7.714286","2459130.30551","31.968694","2026-04-25 00:12:17.958000"
"300","7.714286","2459150.002553","31.96895","2026-04-25 00:12:20.417000"
"301","7.714286","2458801.54463","31.96442","2026-04-25 00:12:22.876000"
"302","7.714286","2466757.224156","32.067844","2026-04-25 00:12:25.342000"
"303","7.714286","2465615.62098","32.053003","2026-04-25 00:12:27.808000"
"304","7.714286","2469728.451509","32.10647","2026-04-25 00:12:30.278000"
"305","7.714286","2466584.223967","32.065595","2026-04-25 00:12:32.744000"
"306","7.714286","2467853.674522","32.0820979999999","2026-04-25 00:12:35.212000"
"307","7.714286","2471808.396853","32.133509","2026-04-25 00:12:37.684000"
"308","7.714286","2467371.683854","32.075832","2026-04-25 00:12:40.151000"
"309","7.714286","2465276.076243","32.048589","2026-04-25 00:12:42.617000"
"310","7.714286","2467230.154918","32.073992","2026-04-25 00:12:45.084000"
"311","7.714286","2469993.224511","32.109912","2026-04-25 00:12:47.554000"
"312","7.714286","2471358.299255","32.127658","2026-04-25 00:12:50.025000"
"313","7.714286","2459888.293193","31.978548","2026-04-25 00:12:52.485000"
"314","7.714286","2469067.15173","32.097873","2026-04-25 00:12:54.954000"
"315","7.714286","2460787.534714","31.990238","2026-04-25 00:12:57.415000"
"316","7.714286","2468841.222616","32.094936","2026-04-25 00:12:59.884000"
"317","7.714286","2458029.068433","31.954378","2026-04-25 00:13:02.342000"
"318","7.714286","2467974.77282","32.083672","2026-04-25 00:13:04.810000"
"319","7.2","2286525.50493","32.011357","2026-04-25 00:13:07.096000"
"320","7.714286","2455062.921231","31.915818","2026-04-25 00:13:09.551000"
"321","7.714286","2463064.230405","32.019835","2026-04-25 00:13:12.014000"
"322","7.714286","2453555.914072","31.896227","2026-04-25 00:13:14.468000"
"323","7.714286","2463895.229193","32.030638","2026-04-25 00:13:16.932000"
"324","7.428571","2474030.751448","32.1624","2026-04-25 00:13:19.406000"
"325","7.714286","2456277.388793","31.931606","2026-04-25 00:13:21.862000"
"326","7.714286","2460253.935594","31.983301","2026-04-25 00:13:24.322000"
"327","7.714286","2455013.917043","31.915181","2026-04-25 00:13:26.777000"
"328","7.428571","2459681.529265","31.97586","2026-04-25 00:13:29.237000"
"329","7.428571","2468878.617653","32.095422","2026-04-25 00:13:31.706000"
"330","7.2","2286130.871092","32.005832","2026-04-25 00:13:33.992000"
"331","7.428571","2455137.527906","31.916788","2026-04-25 00:13:36.447000"
"332","7.428571","2464218.543126","32.034841","2026-04-25 00:13:38.911000"
"333","7.428571","2459249.936617","31.970249","2026-04-25 00:13:41.371000"
"334","7.428571","2471247.067818","32.126212","2026-04-25 00:13:43.842000"
"335","7.428571","2456753.308956","31.937793","2026-04-25 00:13:46.299000"
"336","6.5","2135465.669632","32.031985","2026-04-25 00:13:48.434000"
"337","7.428571","2456230.988869","31.931003","2026-04-25 00:13:50.890000"
"338","7.428571","2462062.927393","32.006818","2026-04-25 00:13:53.352000"
"339","7.714286","2465763.458839","32.054925","2026-04-25 00:13:55.818000"
"340","7.428571","2453631.236003","31.897206","2026-04-25 00:13:58.272000"
"341","8.666667","2915912.801569","32.075041","2026-04-25 00:14:01.188000"
"342","7.428571","2463769.142444","32.028999","2026-04-25 00:14:03.651000"
"343","7.428571","2467483.923985","32.0772909999999","2026-04-25 00:14:06.119000"
"344","7.428571","2458959.23101","31.96647","2026-04-25 00:14:08.578000"
"345","7.428571","2468942.312094","32.09625","2026-04-25 00:14:11.047000"
"346","7.428571","2460945.91801","31.992297","2026-04-25 00:14:13.508000"
"347","7.714286","2469400.846041","32.102211","2026-04-25 00:14:15.977000"
"348","7.2","2280148.931912","31.922085","2026-04-25 00:14:18.257000"
"349","7.714286","2465476.146111","32.05119","2026-04-25 00:14:20.723000"
"350","7.714286","2455833.23332","31.925832","2026-04-25 00:14:23.179000"
"351","7.714286","2464921.162679","32.043975","2026-04-25 00:14:25.644000"
"352","7.714286","2450895.401148","31.86164","2026-04-25 00:14:28.094000"
"353","7.714286","2463290.452957","32.022776","2026-04-25 00:14:30.558000"
"354","7.714286","2458085.151819","31.955107","2026-04-25 00:14:33.016000"
"355","7.714286","2466240.772834","32.06113","2026-04-25 00:14:35.482000"
"356","7.714286","2468466.39193","32.090063","2026-04-25 00:14:37.951000"
"357","7.714286","2456922.696187","31.939995","2026-04-25 00:14:40.407000"
"358","7.714286","2455909.160467","31.926819","2026-04-25 00:14:42.863000"
"359","7.714286","2466819.231327","32.06865","2026-04-25 00:14:45.330000"
"360","5.684211","1836301.790343","33.053432","2026-04-25 00:14:47.167000"
"361","7.714286","2470891.769116","32.121593","2026-04-25 00:14:49.637000"
"362","7.714286","2464236.772977","32.035078","2026-04-25 00:14:52.102000"
"363","7.714286","2469460.083888","32.102981","2026-04-25 00:14:54.571000"
"364","7.714286","2459862.617346","31.978214","2026-04-25 00:14:57.031000"
"365","7.714286","2464209.923377","32.034729","2026-04-25 00:14:59.495000"
"366","7.714286","2460957.380442","31.992446","2026-04-25 00:15:01.956000"
"367","7.714286","2472092.995277","32.137209","2026-04-25 00:15:04.428000"
"368","7.714286","2467005.01442","32.071065","2026-04-25 00:15:06.895000"
"369","7.714286","2464907.627839","32.043799","2026-04-25 00:15:09.360000"
"370","7.714286","2461278.07177","31.996615","2026-04-25 00:15:11.821000"
"371","7.714286","2462980.233706","32.018743","2026-04-25 00:15:14.284000"
